"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"29",31,"20201105T001724","20201105T001822",57,"Dem","Dem",100,-100,100,0,74,69,-5,"Dem",TRUE,24,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",32,"20201105T060903","20201105T061033",89,"Ind","Dem",100,-100,50,50,0,0,0,"Dem",TRUE,42,"South Carolina","20210120T055719","20210120T060053",213,2021-01-20 06:00:53,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",42,"South Carolina",602,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,49,49,100,100,100,100,100,100,100,100,0,FALSE
"31",33,"20201105T080639","20201105T080822",102,"Rep","Rep",100,100,65,65,92,100,8,"Dem",FALSE,65,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",34,"20201104T194631","20201104T194858",147,"Dem","Dem",100,-100,95,5,0,0,0,"Rep",FALSE,72,"Florida","20210120T072924","20210120T073810",526,2021-01-20 07:38:11,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"0",NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,51,51,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","51","51","52","54","54","100","100","50","51","Yes","Female",72,"Florida",797,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,50,51,100,100,51,51,52,54,54,100,0,FALSE
"33",35,"20201104T210601","20201104T211349",467,"Ind","Rep",100,100,50,50,90,90,0,"Dem",FALSE,29,"Virginia","20210119T230610","20210119T231431",500,2021-01-19 23:14:31,"Yes","Ind",NA,"Yes","Rep",NA,90,"Rep",NA,100,"Donald Trump",100,"Donald Trump",100,"Rep",100,60,40,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,30,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,61,72,69,77,88,75,75,70,14,83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","13","8","9","3","10","8","6","64","5","14","Yes","Male",30,"Virginia",303,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,64,5,14,13,13,8,9,3,10,8,6,-20,FALSE
"34",36,"20201104T190647","20201104T190916",148,"Rep","Rep",100,100,70,70,81,81,0,"Dem",FALSE,59,"California","20210119T215901","20210119T220319",257,2021-01-19 22:03:19,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Don't know",87,67,44,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Unlikely",10,"91",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information",NA,0,6,13,28,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","19","35","10","1","50","50","51","51","50","50","Yes","Male",59,"California",165,1,FALSE,NA,"Unlikely","Extremely unlikely",9,51,50,50,50,19,35,10,1,50,50,51,-23,FALSE
"35",37,"20201105T074312","20201105T074453",100,"Ind","Rep",52,52,18,18,71,94,23,"Dem",FALSE,54,"Arkansas","20210120T080622","20210120T081127",305,2021-01-20 08:11:28,"Yes","Ind",NA,"Yes","Rep",NA,51,"Other","Constitution Party",91,"Joe Biden",71,"Joe Biden",100,"Don't know",30,48,49,"Joe Biden",99,100,NA,NA,"Unlikely","Unlikely",5,"55",NA,"Mail-in ballot fraud
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,10,9,9,93,25,60,62,92,100,100,53,48,53,52,96,97,85,77,86,15,90,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",54,"Arkansas",856,1,FALSE,NA,"Unlikely","Unlikely",45,85,10,42,52,47,48,4,3,15,23,14,1,FALSE
"36",38,"20201105T074513","20201105T074608",54,"Dem","Dem",100,-100,70,30,1,0,-1,"Dem",TRUE,41,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",39,"20201104T185003","20201104T185153",109,"Rep","Rep",100,100,49,49,50,50,0,"Rep",TRUE,46,"Virginia","20210120T072637","20210120T073524",526,2021-01-20 07:35:25,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",50,"Joe Biden",50,"Rep",100,5,78,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Likely",40,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,19,79,60,72,81,94,94,100,0,100,54,100,100,100,100,100,100,100,100,50,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",46,"Virginia",790,1,FALSE,NA,"Likely","Extremely unlikely",0,50,0,0,0,0,0,0,0,0,0,0,73,FALSE
"38",40,"20201104T190827","20201104T191020",112,"Ind","Rep",95,95,80,80,100,69,-31,"Rep",TRUE,20,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",41,"20201104T214524","20201104T215058",334,"Rep","Rep",100,100,91,91,100,100,0,"Dem",FALSE,65,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",42,"20201105T065919","20201105T065954",35,"Ind","Dem",51,-51,51,49,88,73,-15,"Dem",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",43,"20201105T033436","20201105T033654",137,"Dem","Dem",100,-100,91,9,0,0,0,"Dem",TRUE,36,"Florida","20210120T021747","20210120T022031",163,2021-01-20 02:20:31,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely unlikely","Extremely likely",NA,NA,3,NA,100,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,3,0,0,0,0,0,0,100,100,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","100","100","0","51","Yes","Male",37,"Florida",390,1,FALSE,NA,"Extremely unlikely","Extremely likely",100,100,0,51,0,0,0,0,0,0,0,100,0,FALSE
"42",44,"20201104T192833","20201104T192945",71,"Dem","Dem",100,-100,90,10,10,0,-10,"Rep",FALSE,24,"Illinois","20210119T220647","20210119T221038",231,2021-01-19 22:10:39,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,48,48,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,2,0,2,0,0,0,0,50,50,0,0,0,0,0,50,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",24,"Illinois",195,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,100,49,100,50,50,100,100,100,100,100,0,FALSE
"43",46,"20201104T192801","20201104T193234",272,"Dem","Dem",100,-100,100,0,4,51,47,"Rep",FALSE,63,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",47,"20201105T044046","20201105T044209",82,"Ind","Rep",60,60,30,30,50,50,0,"Dem",FALSE,29,"Arkansas","20210120T072702","20210120T073127",265,2021-01-20 07:31:27,"Yes","Ind",NA,"No","Rep",NA,90,"Rep",NA,90,"Joe Biden",100,"Joe Biden",100,"Don't know",50,65,30,"Joe Biden",99,100,"Extremely likely","Extremely unlikely",NA,NA,30,"99",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,9,67,80,98,88,55,27,14,5,5,5,73,100,100,100,100,82,84,57,0,100,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",29,"Arkansas",784,1,FALSE,NA,"Extremely likely","Extremely unlikely",1,100,0,40,27,0,0,0,0,18,16,43,-35,FALSE
"45",48,"20201104T184638","20201104T184807",88,"Dem","Dem",100,-100,53,47,4,3,-1,"Dem",TRUE,37,"Tennessee","20210119T215816","20210119T220237",261,2021-01-19 22:02:37,"Yes","Ind",NA,"Yes","Dem",NA,85,"Dem",NA,96,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,73,73,73,0,48,47,49,49,50,49,50,22,13,62,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",37,"Tennessee",162,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,87,38,49,52,53,51,51,50,51,50,78,0,FALSE
"46",49,"20201105T041313","20201105T042136",502,"Dem","Dem",100,-100,90,10,10,70,60,"Rep",FALSE,26,"Virginia","20210119T215422","20210119T220002",339,2021-01-19 22:00:03,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,54,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",1,NA,52,"Electorate manipulation prior to election day,Social media campaigns spreading false information",NA,60,0,0,0,1,0,0,52,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","50","51","51","54","51","51","56","68","48","50","Yes","Female",26,"Virginia",147,1,FALSE,NA,"Extremely unlikely","Unlikely",52,68,48,50,60,50,51,51,54,51,51,56,3,FALSE
"47",50,"20201104T213118","20201104T213344",146,"Rep","Rep",100,100,80,80,50,50,0,"Dem",FALSE,48,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",51,"20201105T051234","20201105T051609",215,"Dem","Dem",19,-19,85,15,15,91,76,"Rep",FALSE,49,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",52,"20201105T071955","20201105T072108",72,"Ind","Rep",35,35,74,74,93,20,-73,"Rep",TRUE,32,"Michigan","20210120T030100","20210120T030603",303,2021-01-20 03:06:04,"Yes","Ind",NA,"Yes","Rep",NA,20,"Dem",NA,18,"Joe Biden",67,"Joe Biden",92,"Don't know",50,69,38,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,29,NA,26,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
",NA,26,62,53,92,82,66,60,33,32,34,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","30","31","0","4","28","33","50","59","40","39","Yes","Female",33,"Michigan",409,1,FALSE,NA,"Likely","Unlikely",26,59,40,39,41,30,31,0,4,28,33,50,-31,FALSE
"50",53,"20201105T071907","20201105T072224",197,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,38,"Georgia","20210120T061024","20210120T061734",430,2021-01-20 06:17:35,"Yes","Dem",NA,"No","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,45,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"100",NA,"Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","49","100","0","0","Yes","Female",39,"Georgia",629,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",0,100,0,0,0,0,0,0,0,0,0,49,0,FALSE
"51",54,"20201104T225540","20201104T225740",120,"Rep","Rep",97,97,59,59,88,88,0,"Dem",FALSE,66,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",55,"20201105T070812","20201105T071132",199,"Rep","Rep",95,95,40,40,60,90,30,"Dem",FALSE,40,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",56,"20201105T080926","20201105T081223",177,"Dem","Dem",80,-80,75,25,65,90,25,"Rep",FALSE,27,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",57,"20201105T094641","20201105T094736",55,"Rep","Rep",57,57,21,21,0,0,0,"Dem",FALSE,27,"West Virginia","20210119T233133","20210119T233411",158,2021-01-19 23:34:11,"Yes","Rep",NA,"Yes","Rep",NA,60,"Rep",NA,60,"Joe Biden",100,"Joe Biden",100,"Dem",100,79,76,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"50",NA,"False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,1,1,76,73,82,59,50,50,50,50,50,50,50,50,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",27,"West Virginia",320,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,50,50,50,50,50,50,50,50,50,-3,FALSE
"55",58,"20201105T070302","20201105T070809",307,"Ind","Rep",100,100,50,50,69,96,27,"Dem",FALSE,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",59,"20201105T064716","20201105T064844",87,"Rep","Rep",87,87,66,66,73,95,22,"Dem",FALSE,35,"North Carolina","20210119T220142","20210119T220605",263,2021-01-19 22:06:05,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",76,"Joe Biden",26,"Rep",100,72,19,"Joe Biden",53,100,"Extremely likely","Unlikely",NA,NA,37,NA,1,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,75,71,76,77,80,82,81,79,32,73,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","6","3","5","2","4","5","6","1","2","Yes","Male",36,"North Carolina",181,1,FALSE,NA,"Extremely likely","Unlikely",1,6,1,2,4,4,6,3,5,2,4,5,-53,FALSE
"57",60,"20201104T192317","20201104T192406",49,"Ind","Dem",65,-65,68,32,63,60,-3,"Rep",FALSE,20,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",61,"20201104T190000","20201104T190237",156,"Rep","Rep",100,100,52,52,23,35,12,"Rep",TRUE,45,"Montana","20210120T092259","20210120T092650",230,2021-01-20 09:26:50,"Yes","Ind",NA,"Yes","Rep",NA,86,"Rep",NA,70,"Joe Biden",100,"Joe Biden",100,"Dem",56,62,50,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,4,"50",NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,1,1,0,0,27,28,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","51","51","51","51","51","51","43","Yes","Female",45,"Montana",936,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,51,51,43,51,51,51,51,51,51,51,51,-12,FALSE
"59",62,"20201104T225748","20201104T225922",94,"Dem","Dem",100,-100,55,45,0,0,0,"Rep",FALSE,23,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",63,"20201105T060412","20201105T060519",67,"Ind","Dem",100,-100,64,36,1,100,99,"Rep",FALSE,44,"Michigan","20210119T214138","20210119T214517",219,2021-01-19 21:45:17,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,52,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,32,45,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","52","59","44","53","55","54","100","100","0","52","Yes","Male",44,"Michigan",21,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",52,100,0,52,52,52,59,44,53,55,54,100,0,FALSE
