"","X","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"26",50,53,"20201105T071907","20201105T072224",197,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,38,"Georgia","20210120T061024","20210120T061734",430,"2021-01-20 06:17:35","Yes","Dem",NA,"No","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,45,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,100,NA,"Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,49,100,0,0,"Yes","Female",39,"Georgia",629,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",0,100,0,0,0,0,0,0,0,0,0,49,0,FALSE
"27",54,57,"20201105T094641","20201105T094736",55,"Rep","Rep",57,57,21,21,0,0,0,"Dem",FALSE,27,"West Virginia","20210119T233133","20210119T233411",158,"2021-01-19 23:34:11","Yes","Rep",NA,"Yes","Rep",NA,60,"Rep",NA,60,"Joe Biden",100,"Joe Biden",100,"Dem",100,79,76,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,50,NA,"False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,1,1,76,73,82,59,50,50,50,50,50,50,50,50,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",27,"West Virginia",320,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,50,50,50,50,50,50,50,50,50,-3,FALSE
"28",56,59,"20201105T064716","20201105T064844",87,"Rep","Rep",87,87,66,66,73,95,22,"Dem",FALSE,35,"North Carolina","20210119T220142","20210119T220605",263,"2021-01-19 22:06:05","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",76,"Joe Biden",26,"Rep",100,72,19,"Joe Biden",53,100,"Extremely likely","Unlikely",NA,NA,37,NA,1,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,75,71,76,77,80,82,81,79,32,73,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,3,5,2,4,5,6,1,2,"Yes","Male",36,"North Carolina",181,1,FALSE,NA,"Extremely likely","Unlikely",1,6,1,2,4,4,6,3,5,2,4,5,-53,FALSE
"29",58,61,"20201104T190000","20201104T190237",156,"Rep","Rep",100,100,52,52,23,35,12,"Rep",TRUE,45,"Montana","20210120T092259","20210120T092650",230,"2021-01-20 09:26:50","Yes","Ind",NA,"Yes","Rep",NA,86,"Rep",NA,70,"Joe Biden",100,"Joe Biden",100,"Dem",56,62,50,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,4,50,NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,1,1,0,0,27,28,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,51,51,51,43,"Yes","Female",45,"Montana",936,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,51,51,43,51,51,51,51,51,51,51,51,-12,FALSE
"30",60,63,"20201105T060412","20201105T060519",67,"Ind","Dem",100,-100,64,36,1,100,99,"Rep",FALSE,44,"Michigan","20210119T214138","20210119T214517",219,"2021-01-19 21:45:17","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,52,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,32,45,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,59,44,53,55,54,100,100,0,52,"Yes","Male",44,"Michigan",21,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",52,100,0,52,52,52,59,44,53,55,54,100,0,FALSE
"31",61,64,"20201104T184635","20201104T185428",473,"Dem","Dem",80,-80,85,15,5,0,-5,"Dem",TRUE,28,"Maryland","20210119T215241","20210119T215656",254,"2021-01-19 21:56:56","Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,58,"Joe Biden",100,100,"Unlikely","Extremely unlikely",NA,NA,1,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,1,1,0,0,0,3,7,2,0,95,38,89,100,70,70,73,40,0,87,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",28,"Maryland",123,1,FALSE,NA,"Unlikely","Extremely unlikely",0,100,13,34,5,62,11,0,30,30,27,60,-2,FALSE
"32",62,65,"20201105T070824","20201105T071100",156,"Dem","Dem",92,-92,91,9,71,100,29,"Rep",FALSE,35,"Texas","20210119T214900","20210119T215713",493,"2021-01-19 21:57:14","Yes","Rep",NA,"Yes","Dem",NA,91,"Dem",NA,92,"Joe Biden",100,"Donald Trump",70,"Dem",82,80,91,"Joe Biden",92,100,NA,NA,"Unlikely","Extremely likely",83,NA,70,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""left-wing"" media",NA,89,73,66,79,78,84,70,78,78,87,78,82,73,83,80,86,79,88,73,83,90,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",35,"Texas",125,1,FALSE,NA,"Extremely likely","Unlikely",70,17,10,17,18,27,17,20,14,21,12,27,11,FALSE
"33",65,68,"20201104T210345","20201104T210529",104,"Rep","Rep",100,100,82,82,71,78,7,"Rep",TRUE,29,"South Carolina","20210119T223524","20210119T223850",206,"2021-01-19 22:38:50","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",77,"Joe Biden",89,"Rep",89,89,14,"Joe Biden",52,100,"Extremely likely","Extremely unlikely",NA,NA,73,NA,0,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,100,34,100,100,84,100,100,53,1,87,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Yes","Female",29,"South Carolina",253,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,0,0,0,0,0,0,0,0,0,0,0,-75,FALSE
"34",66,69,"20201104T192529","20201104T192701",91,"Dem","Dem",100,-100,71,29,9,7,-2,"Dem",TRUE,70,"Oregon","20210120T024652","20210120T025530",518,"2021-01-20 02:55:30","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,54,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,41,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,1,0,0,0,0,0,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,51,51,51,50,50,71,72,48,50,"Yes","Male",71,"Oregon",405,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",59,72,48,50,50,50,51,51,51,50,50,71,0,FALSE
"35",68,71,"20201105T070536","20201105T070805",148,"Rep","Rep",81,81,10,10,51,29,-22,"Dem",FALSE,50,"Minnesota","20210120T074944","20210120T075629",405,"2021-01-20 07:56:30","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",51,"Joe Biden",100,"Don't know",51,54,49,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,5,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,7,28,28,28,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,100,0,0,"Yes","Male",50,"Minnesota",835,1,FALSE,NA,"Unlikely","Unlikely",0,100,0,0,0,0,0,0,0,0,0,0,-5,FALSE
"36",70,73,"20201104T222228","20201104T222427",118,"Dem","Dem",100,-100,64,36,10,94,84,"Rep",FALSE,31,"Illinois","20210120T082307","20210120T084029",1042,"2021-01-20 08:40:30","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,56,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,13,NA,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,0,0,0,0,0,0,0,49,51,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,60,63,65,64,55,95,100,11,48,"Yes","Male",32,"Illinois",894,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",87,100,11,48,60,60,60,63,65,64,55,95,0,FALSE
"37",73,76,"20201105T074811","20201105T074953",102,"Dem","Dem",80,-80,66,34,99,87,-12,"Rep",FALSE,40,"Florida","20210120T090530","20210120T091452",562,"2021-01-20 09:14:53","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,72,67,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,10,0,NA,"Ballot manipulation or ballot-box stuffing
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,6,5,5,0,0,0,100,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,"Yes","Male",40,"Florida",929,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,100,100,100,100,100,100,100,100,100,100,-5,FALSE
"38",74,77,"20201105T050937","20201105T051115",98,"Dem","Dem",100,-100,51,49,24,31,7,"Rep",FALSE,45,"New Jersey","20210120T062513","20210120T062922",248,"2021-01-20 06:29:22","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,58,60,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",3,NA,97,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,False news stories by ""right-wing"" media",NA,13,4,4,4,0,0,0,7,85,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,93,92,100,51,51,51,96,100,13,65,"Yes","Female",45,"New Jersey",656,1,FALSE,NA,"Extremely unlikely","Unlikely",97,100,13,65,92,93,92,100,51,51,51,96,2,FALSE
"39",75,78,"20201105T021718","20201105T021846",87,"Ind","Dem",60,-60,81,19,42,14,-28,"Dem",TRUE,30,"New Hampshire","20210120T015743","20210120T020049",185,"2021-01-20 02:00:50","Yes","Ind",NA,"Yes","Dem",NA,75,"Dem",NA,90,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,50,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,6,53,0,3,0,7,5,74,79,81,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,84,52,10,52,14,14,99,99,2,52,"Yes","Male",30,"New Hampshire",381,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,99,2,52,8,84,52,10,52,14,14,99,0,FALSE
"40",77,80,"20201104T193814","20201104T193945",90,"Dem","Dem",100,-100,65,35,57,57,0,"Dem",TRUE,46,"Illinois","20210119T234811","20210119T235404",352,"2021-01-19 23:54:04","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,50,NA,"False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,1,1,0,1,1,1,0,100,100,26,100,50,51,51,51,51,51,51,14,0,90,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",47,"Illinois",333,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,10,49,50,49,49,49,49,49,49,86,0,FALSE
"41",80,83,"20201104T201800","20201104T202106",186,"Ind","Rep",100,100,89,89,78,88,10,"Dem",FALSE,37,"Colorado","20210120T042925","20210120T043324",239,"2021-01-20 04:33:24","Yes","Ind",NA,"No","Rep",NA,84,"Rep",NA,94,"Joe Biden",100,"Don't know",45,"Rep",100,63,0,"Donald Trump",63,100,NA,NA,"Unlikely","Extremely likely",68,82,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,72,71,72,79,94,91,80,41,73,82,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,4,"Yes","Female",37,"Colorado",484,1,FALSE,NA,"Extremely likely","Unlikely",18,0,0,4,0,0,1,0,0,1,1,1,-63,FALSE
"42",87,90,"20201104T190049","20201104T190204",75,"Dem","Dem",89,-89,66,34,20,23,3,"Dem",TRUE,23,"Virginia","20210120T092303","20210120T092621",198,"2021-01-20 09:26:21","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",91,"Joe Biden",97,"Dem",91,60,72,"Joe Biden",100,100,NA,NA,"Likely","Unlikely",5,NA,57,"Electorate manipulation prior to election day,Mail-in ballot fraud
,False news stories by ""right-wing"" media",NA,21,23,49,54,34,11,10,61,84,14,55,33,41,25,34,25,42,33,41,36,64,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",23,"Virginia",935,1,FALSE,NA,"Unlikely","Likely",57,64,36,63,67,59,75,66,75,58,67,59,12,FALSE
"43",89,92,"20201104T191859","20201104T192002",62,"Dem","Dem",100,-100,66,34,0,0,0,"Rep",FALSE,24,"Florida","20210120T080424","20210120T080838",253,"2021-01-20 08:08:38","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,50,50,51,51,51,54,61,50,51,"Yes","Female",24,"Florida",851,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,61,50,51,51,50,50,50,51,51,51,54,0,FALSE
"44",93,96,"20201104T191804","20201104T192241",276,"Dem","Dem",100,-100,55,45,10,90,80,"Rep",FALSE,40,"Florida","20210120T095006","20210120T095536",329,"2021-01-20 09:55:36","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",95,"Joe Biden",95,"Dem",95,60,59,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",5,NA,45,"Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,10,1,6,20,0,18,9,9,8,8,10,55,56,55,59,54,55,55,54,35,64,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",40,"Florida",948,1,FALSE,NA,"Unlikely","Unlikely",45,65,36,49,45,44,45,41,46,45,45,46,-1,FALSE
"45",94,97,"20201104T194521","20201104T194706",104,"Dem","Dem",100,-100,83,17,5,4,-1,"Dem",TRUE,39,"Virginia","20210119T230944","20210119T231541",357,"2021-01-19 23:15:42","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,58,58,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,2,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,3,4,1,2,0,25,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,8,100,"Yes","Female",40,"Virginia",308,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",98,100,8,100,100,100,100,100,100,100,100,100,0,FALSE
"46",97,100,"20201105T063958","20201105T064200",121,"Rep","Rep",96,96,44,44,77,46,-31,"Dem",FALSE,35,"Georgia","20210120T050722","20210120T051129",247,"2021-01-20 05:11:30","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",95,40,70,"Joe Biden",100,100,"Extremely likely","Unlikely",NA,NA,35,100,NA,"Electorate manipulation prior to election day,Mail-in ballot fraud
",NA,71,30,13,95,13,4,4,17,4,5,4,100,100,100,100,100,100,100,48,49,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",35,"Georgia",527,1,FALSE,NA,"Extremely likely","Unlikely",0,51,51,51,0,0,0,0,0,0,0,52,30,FALSE
"47",100,103,"20201105T043526","20201105T043656",90,"Dem","Dem",98,-98,100,0,0,0,0,"Rep",FALSE,61,"Ohio","20210120T034820","20210120T035412",352,"2021-01-20 03:54:12","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Other (please explain)
","I don't believe in any fraud.",0,0,0,0,0,0,0,51,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,51,51,51,0,0,51,51,"Yes","Female",61,"Ohio",440,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,0,51,51,50,50,50,50,51,51,51,0,0,FALSE
"48",101,104,"20201104T195651","20201104T200002",191,"Rep","Rep",100,100,29,29,72,18,-54,"Rep",TRUE,54,"Mississippi","20210120T063251","20210120T063955",423,"2021-01-20 06:39:55","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",0,"Rep",100,46,57,"Joe Biden",0,100,NA,NA,"Extremely unlikely","Extremely likely",25,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,False news stories by ""left-wing"" media",NA,0,11,100,100,100,8,9,7,6,87,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,15,0,0,0,47,45,46,50,0,48,"Yes","Female",54,"Mississippi",683,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,50,0,48,49,15,0,0,0,47,45,46,11,FALSE
"49",102,105,"20201104T224152","20201104T224253",60,"Dem","Rep",59,59,39,39,67,83,16,"Dem",FALSE,34,"California","20210119T230752","20210119T230939",107,"2021-01-19 23:09:40","Yes","Ind",NA,"Prefer not to say","Rep",NA,68,"Rep",NA,74,"Donald Trump",68,"Donald Trump",59,"Rep",65,65,48,"Joe Biden",100,100,NA,NA,"Likely","Unlikely",74,NA,49,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,60,61,55,57,72,63,39,47,46,45,46,56,41,53,55,54,56,58,42,55,38,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",34,"California",297,1,FALSE,NA,"Unlikely","Likely",49,45,62,20,44,59,47,45,46,44,42,58,-17,FALSE
"50",106,109,"20201105T070908","20201105T071114",125,"Ind","Rep",100,100,50,50,100,50,-50,"Dem",FALSE,51,"Iowa","20210119T214227","20210119T214823",356,"2021-01-19 21:48:24","Yes","Ind",NA,"Yes","Rep",NA,90,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",100,65,20,"Joe Biden",50,100,"Extremely likely","Extremely unlikely",NA,NA,60,100,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,18,33,81,100,100,100,100,54,0,100,100,100,100,100,100,100,100,100,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",52,"Iowa",57,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,100,0,0,0,0,0,0,0,0,0,0,-45,FALSE
"51",107,110,"20201104T200549","20201104T200820",150,"Ind","Dem",30,-30,84,16,2,3,1,"Dem",TRUE,32,"Texas","20210119T214120","20210119T214608",287,"2021-01-19 21:46:08","Yes","Ind",NA,"Yes","Dem",NA,80,"Dem",NA,89,"Joe Biden",100,"Joe Biden",100,"Dem",100,59,59,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,17,NA,"Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,6,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,38,40,58,45,41,53,13,12,91,44,"Yes","Female",33,"Texas",34,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",83,12,91,44,41,38,40,58,45,41,53,13,0,FALSE
"52",111,114,"20201104T185317","20201104T185416",58,"Dem","Dem",100,-100,100,0,31,0,-31,"Dem",TRUE,44,"Indiana","20210119T221016","20210119T221419",243,"2021-01-19 22:14:20","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Extremely likely","Unlikely",0,50,NA,"Ballot manipulation or ballot-box stuffing
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,2,0,0,0,0,0,0,0,51,51,51,52,51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",44,"Indiana",204,1,FALSE,NA,"Unlikely","Extremely likely",50,49,49,49,49,49,49,48,49,49,49,49,0,FALSE
"53",112,115,"20201105T070739","20201105T070941",121,"Dem","Dem",82,-82,91,9,20,91,71,"Rep",FALSE,25,"Arizona","20210120T062202","20210120T062804",361,"2021-01-20 06:28:04","Yes","Dem",NA,"Yes","Dem",NA,84,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,78,79,"Joe Biden",100,100,"Unlikely","Likely",NA,NA,8,NA,85,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information",NA,22,12,11,0,0,0,0,26,49,0,0,15,51,30,31,49,50,51,0,5,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",25,"Arizona",653,1,FALSE,NA,"Unlikely","Likely",85,95,49,49,85,49,70,69,51,50,49,100,1,FALSE
"54",113,116,"20201104T192704","20201104T192915",131,"Other","Dem",50,-50,50,50,30,10,-20,"Dem",TRUE,31,"California","20210119T215211","20210119T215629",257,"2021-01-19 21:56:29","Yes","Ind",NA,"Yes","Dem",NA,20,"Dem",NA,20,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,51,51,51,51,51,51,100,100,0,51,"Yes","Female",31,"California",120,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,51,50,51,51,51,51,51,51,100,0,FALSE
"55",114,117,"20201104T190401","20201104T190550",108,"Ind","Rep",60,60,35,35,51,0,-51,"Rep",TRUE,39,"Nevada","20210119T214401","20210119T214805",243,"2021-01-19 21:48:05","Yes","Ind",NA,"No","Rep",NA,10,"Rep",NA,50,"Joe Biden",100,"Joe Biden",100,"Don't know",51,60,50,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",2,50,NA,"Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,8,8,7,21,21,15,0,5,2,5,5,51,51,51,51,51,52,51,51,8,93,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",NA,NA,55,1,FALSE,NA,"Unlikely","Unlikely",50,92,7,49,49,49,49,49,49,48,49,49,-10,FALSE
