"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age","state"
"211",990,"20201104T185531","20201104T190035",304,"Rep","Rep",100,100,10,10,4,0,-4,"Rep",TRUE,49,"South Carolina"
"212",924,"20201104T185840","20201104T190035",115,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,67,"Texas"
"213",665,"20201104T185810","20201104T190035",145,"Ind","Dem",86,-86,55,45,65,10,-55,"Dem",TRUE,25,"Kansas"
"214",821,"20201104T185729","20201104T190037",187,"Other","Dem",25,-25,85,15,5,0,-5,"Dem",TRUE,32,"California"
"215",500,"20201104T185902","20201104T190037",95,"Dem","Dem",100,-100,70,30,39,19,-20,"Rep",FALSE,26,"Virginia"
"216",1138,"20201104T185823","20201104T190049",146,"Dem","Dem",100,-100,95,5,25,10,-15,"Dem",TRUE,40,"Texas"
"217",722,"20201104T185807","20201104T190051",163,"Ind","Rep",100,100,26,26,100,11,-89,"Rep",TRUE,40,"Pennsylvania"
"218",870,"20201104T185844","20201104T190056",131,"Rep","Dem",91,-91,80,20,16,18,2,"Rep",FALSE,68,"South Dakota"
"219",897,"20201104T185745","20201104T190059",193,"Dem","Dem",100,-100,81,19,8,3,-5,"Dem",TRUE,50,"Florida"
"220",848,"20201104T185943","20201104T190102",78,"Dem","Dem",100,-100,100,0,0,0,0,"Rep",FALSE,33,"Illinois"
"221",953,"20201104T185913","20201104T190106",113,"Dem","Dem",100,-100,75,25,68,65,-3,"Rep",FALSE,25,"Florida"
"222",164,"20201104T185729","20201104T190112",222,"Ind","Dem",100,-100,95,5,50,85,35,"Rep",FALSE,40,"Florida"
"223",615,"20201104T185608","20201104T190119",310,"Rep","Rep",62,62,33,33,37,23,-14,"Rep",TRUE,43,"Tennessee"
"224",688,"20201104T185933","20201104T190121",108,"Rep","Rep",90,90,70,70,70,90,20,"Dem",FALSE,51,"Pennsylvania"
"225",711,"20201104T185951","20201104T190123",92,"Ind","Dem",34,-34,77,23,73,64,-9,"Rep",FALSE,32,"California"
"226",566,"20201104T185705","20201104T190130",264,"Ind","Other",0,NA,0,NA,65,60,-5,"Dem",NA,33,"Pennsylvania"
"227",1084,"20201104T185818","20201104T190136",197,"Dem","Dem",100,-100,92,8,0,0,0,"Dem",TRUE,32,"New York"
"228",749,"20201104T190103","20201104T190146",43,"Dem","Dem",100,-100,85,15,0,0,0,"Dem",TRUE,25,"Illinois"
"229",1675,"20201104T185849","20201104T190147",177,"Dem","Dem",100,-100,92,8,5,0,-5,"Dem",TRUE,29,"Ohio"
"230",1498,"20201104T190008","20201104T190156",107,"Dem","Dem",95,-95,95,5,0,0,0,"Rep",FALSE,64,"Washington"
"231",1707,"20201104T190041","20201104T190159",77,"Ind","Dem",74,-74,71,29,17,23,6,"Dem",TRUE,36,"Virginia"
"232",90,"20201104T190049","20201104T190204",75,"Dem","Dem",89,-89,66,34,20,23,3,"Dem",TRUE,23,"Virginia"
"233",442,"20201104T185541","20201104T190205",383,"Dem","Dem",100,-100,100,0,7,5,-2,"Rep",FALSE,67,"New York"
"234",1530,"20201104T190049","20201104T190207",78,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,43,"California"
"235",1358,"20201104T190028","20201104T190213",104,"Dem","Dem",100,-100,56,44,0,0,0,"Dem",TRUE,31,"Tennessee"
"236",1133,"20201104T190024","20201104T190214",109,"Ind","Rep",100,100,99,99,43,72,29,"Dem",FALSE,43,"Texas"
"237",840,"20201104T185926","20201104T190214",167,"Dem","Dem",100,-100,75,25,0,10,10,"Dem",TRUE,67,"Ohio"
"238",877,"20201104T190051","20201104T190221",89,"Dem","Dem",55,-55,95,5,5,5,0,"Rep",FALSE,62,"Wisconsin"
"239",248,"20201104T190103","20201104T190227",83,"Rep","Rep",100,100,100,100,40,100,60,"Dem",FALSE,22,"California"
"240",1037,"20201104T190119","20201104T190230",70,"Rep","Rep",100,100,10,10,50,50,0,"Dem",FALSE,44,"Kentucky"
"241",1639,"20201104T190145","20201104T190233",48,"Ind","Dem",92,-92,83,17,2,7,5,"Rep",FALSE,24,"New Jersey"
"242",61,"20201104T190000","20201104T190237",156,"Rep","Rep",100,100,52,52,23,35,12,"Rep",TRUE,45,"Montana"
"243",1528,"20201104T190006","20201104T190243",156,"Ind","Rep",96,96,94,94,50,4,-46,"Rep",TRUE,34,"Idaho"
"244",1314,"20201104T184936","20201104T190244",787,"Dem","Dem",66,-66,87,13,12,60,48,"Rep",FALSE,27,"Maryland"
"245",1511,"20201104T190018","20201104T190245",147,"Dem","Dem",100,-100,50,50,10,70,60,"Rep",FALSE,65,"Florida"
"246",1067,"20201104T190032","20201104T190248",136,"Dem","Dem",90,-90,100,0,5,85,80,"Rep",FALSE,44,"Illinois"
"247",908,"20201104T190109","20201104T190249",99,"Other","Rep",99,99,60,60,22,3,-19,"Rep",TRUE,33,"North Carolina"
"248",1603,"20201104T190103","20201104T190251",107,"Ind","Other",84,NA,0,NA,29,30,1,"Dem",NA,47,"Minnesota"
"249",1770,"20201104T190029","20201104T190255",145,"Ind","Dem",62,-62,63,37,26,28,2,"Rep",FALSE,37,"California"
"250",350,"20201104T190004","20201104T190305",181,"Dem","Dem",73,-73,73,27,30,30,0,"Rep",FALSE,28,"Massachusetts"
"251",1342,"20201104T190202","20201104T190314",71,"Dem","Dem",80,-80,85,15,20,30,10,"Rep",FALSE,33,"Washington"
"252",1093,"20201104T190142","20201104T190325",103,"Dem","Dem",96,-96,100,0,84,100,16,"Rep",FALSE,20,"California"
"253",1369,"20201104T190043","20201104T190328",164,"Ind","Other",10,NA,0,NA,5,1,-4,"Rep",NA,42,"Iowa"
"254",199,"20201104T190054","20201104T190329",155,"Dem","Dem",94,-94,50,50,10,10,0,"Dem",TRUE,64,"North Carolina"
"255",644,"20201104T190028","20201104T190334",186,"Rep","Rep",88,88,50,50,83,50,-33,"Rep",TRUE,49,"Texas"
"256",1706,"20201104T190219","20201104T190338",79,"Dem","Dem",100,-100,55,45,100,30,-70,"Dem",TRUE,41,"Florida"
"257",171,"20201104T190114","20201104T190352",158,"Dem","Dem",100,-100,55,45,25,23,-2,"Dem",TRUE,36,"California"
"258",584,"20201104T185556","20201104T190357",480,"Rep","Rep",100,100,48,48,100,100,0,"Dem",FALSE,68,"Tennessee"
"259",1611,"20201104T185446","20201104T190411",564,"Rep","Rep",100,100,80,80,75,90,15,"Dem",FALSE,52,"Florida"
"260",146,"20201104T190146","20201104T190411",145,"Dem","Dem",100,-100,82,18,50,24,-26,"Dem",TRUE,25,"Kansas"
"261",1210,"20201104T190032","20201104T190416",223,"Dem","Dem",70,-70,90,10,30,20,-10,"Dem",TRUE,37,"Michigan"
"262",738,"20201104T190202","20201104T190416",134,"Rep","Rep",100,100,60,60,79,5,-74,"Rep",TRUE,30,"Tennessee"
"263",1023,"20201104T190103","20201104T190422",198,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,47,"Missouri"
"264",298,"20201104T190254","20201104T190425",90,"Ind","Rep",59,59,19,19,71,82,11,"Dem",FALSE,32,"Massachusetts"
"265",1494,"20201104T190155","20201104T190428",152,"Ind","Other",51,NA,1,NA,0,70,70,"Rep",NA,28,"Virginia"
"266",1684,"20201104T190233","20201104T190453",140,"Rep","Rep",100,100,85,85,94,66,-28,"Rep",TRUE,50,"Illinois"
"267",624,"20201104T190341","20201104T190454",73,"Rep","Rep",60,60,45,45,10,0,-10,"Dem",FALSE,NA,NA
"268",1405,"20201104T190316","20201104T190502",106,"Dem","Dem",100,-100,80,20,15,0,-15,"Dem",TRUE,44,"North Carolina"
"269",1357,"20201104T190345","20201104T190510",84,"Rep","Rep",55,55,80,80,65,55,-10,"Rep",TRUE,43,"Washington"
"270",85,"20201104T190401","20201104T190519",78,"Dem","Rep",100,100,81,81,0,0,0,"Dem",FALSE,42,"Missouri"
"271",1512,"20201104T190325","20201104T190525",119,"Dem","Dem",100,-100,96,4,5,5,0,"Rep",FALSE,47,"Pennsylvania"
"272",233,"20201104T190141","20201104T190533",231,"Ind","Dem",60,-60,52,48,14,0,-14,"Dem",TRUE,30,"Wisconsin"
"273",868,"20201104T190410","20201104T190540",89,"Dem","Dem",80,-80,60,40,40,30,-10,"Rep",FALSE,36,"New York"
"274",423,"20201104T190310","20201104T190541",150,"Rep","Dem",95,-95,90,10,30,40,10,"Rep",FALSE,35,"Florida"
"275",673,"20201104T190156","20201104T190541",224,"Rep","Rep",40,40,10,10,5,5,0,"Dem",FALSE,31,"Michigan"
"276",1182,"20201104T190449","20201104T190544",55,"Dem","Dem",100,-100,85,15,8,5,-3,"Dem",TRUE,27,"New Mexico"
"277",671,"20201104T190302","20201104T190548",165,"Rep","Rep",100,100,30,30,100,0,-100,"Rep",TRUE,58,"New York"
"278",117,"20201104T190401","20201104T190550",108,"Ind","Rep",60,60,35,35,51,0,-51,"Rep",TRUE,39,"Nevada"
"279",1177,"20201104T190417","20201104T190554",96,"Ind","Dem",75,-75,87,13,17,11,-6,"Dem",TRUE,32,"Pennsylvania"
"280",576,"20201104T190140","20201104T190606",266,"Dem","Dem",100,-100,82,18,5,3,-2,"Dem",TRUE,57,"Oregon"
"281",687,"20201104T190425","20201104T190608",102,"Ind","Dem",100,-100,100,0,0,2,2,"Rep",FALSE,35,"California"
"282",218,"20201104T190405","20201104T190608",123,"Dem","Dem",100,-100,91,9,71,25,-46,"Dem",TRUE,38,"New York"
"283",1432,"20201104T190337","20201104T190610",153,"Dem","Dem",85,-85,92,8,23,48,25,"Rep",FALSE,38,"Ohio"
"284",511,"20201104T190411","20201104T190629",138,"Dem","Dem",100,-100,100,0,0,0,0,"Rep",FALSE,47,"Connecticut"
"285",613,"20201104T190312","20201104T190642",210,"Dem","Dem",100,-100,81,19,9,10,1,"Rep",FALSE,30,"Iowa"
"286",1232,"20201104T190243","20201104T190647",243,"Rep","Other",65,NA,0,NA,30,40,10,"Rep",NA,46,"Washington"
"287",446,"20201104T190549","20201104T190648",58,"Dem","Dem",100,-100,71,29,0,0,0,"Dem",TRUE,41,"Texas"
"288",965,"20201104T190444","20201104T190654",129,"Dem","Dem",100,-100,80,20,10,0,-10,"Dem",TRUE,28,"Illinois"
"289",733,"20201104T190449","20201104T190711",142,"Ind","Dem",94,-94,82,18,15,86,71,"Rep",FALSE,59,"Illinois"
"290",608,"20201104T190447","20201104T190724",156,"Rep","Rep",85,85,46,46,70,20,-50,"Rep",TRUE,63,"Michigan"
"291",1052,"20201104T190601","20201104T190725",84,"Dem","Dem",40,-40,75,25,40,20,-20,"Rep",FALSE,22,"California"
"292",324,"20201104T190439","20201104T190742",183,"Dem","Dem",100,-100,89,11,3,100,97,"Rep",FALSE,35,"California"
"293",1383,"20201104T190628","20201104T190744",75,"Dem","Dem",90,-90,65,35,5,5,0,"Rep",FALSE,39,"New Jersey"
"294",630,"20201104T190544","20201104T190748",124,"Dem","Dem",92,-92,80,20,78,72,-6,"Dem",TRUE,35,"Georgia"
"295",1407,"20201104T190542","20201104T190752",130,"Dem","Dem",100,-100,65,35,10,8,-2,"Dem",TRUE,30,"New Mexico"
"296",879,"20201104T190329","20201104T190755",266,"Dem","Dem",100,-100,57,43,51,5,-46,"Dem",TRUE,49,"Texas"
"297",1481,"20201104T190654","20201104T190816",82,"Dem","Dem",100,-100,92,8,100,100,0,"Dem",TRUE,26,"Florida"
"298",496,"20201104T190651","20201104T190820",89,"Rep","Rep",95,95,55,55,65,30,-35,"Rep",TRUE,45,"Tennessee"
"299",278,"20201104T190354","20201104T190833",279,"Rep","Rep",100,100,70,70,100,100,0,"Dem",FALSE,37,"Massachusetts"
"300",514,"20201104T190729","20201104T190834",64,"Rep","Rep",100,100,47,47,61,35,-26,"Rep",TRUE,31,"Arizona"
"301",1591,"20201104T190700","20201104T190836",95,"Rep","Rep",76,76,60,60,90,80,-10,"Dem",FALSE,33,"New York"
"302",1581,"20201104T190709","20201104T190839",89,"Ind","Rep",87,87,5,5,50,50,0,"Dem",FALSE,36,"Illinois"
"303",81,"20201104T190559","20201104T190839",159,"Rep","Rep",94,94,28,28,83,74,-9,"Rep",TRUE,26,"North Carolina"
"304",1417,"20201104T190718","20201104T190848",90,"Rep","Rep",100,100,84,84,95,11,-84,"Rep",TRUE,56,"Virginia"
"305",1465,"20201104T190725","20201104T190900",95,"Rep","Rep",99,99,37,37,98,92,-6,"Dem",FALSE,40,"Mississippi"
"306",122,"20201104T190713","20201104T190912",118,"Rep","Dem",54,-54,90,10,0,0,0,"Dem",TRUE,49,"California"
"307",36,"20201104T190647","20201104T190916",148,"Rep","Rep",100,100,70,70,81,81,0,"Dem",FALSE,59,"California"
"308",502,"20201104T190746","20201104T190916",90,"Rep","Rep",100,100,66,66,100,0,-100,"Rep",TRUE,33,"West Virginia"
"309",823,"20201104T190811","20201104T190916",65,"Dem","Dem",100,-100,82,18,51,46,-5,"Dem",TRUE,NA,NA
"310",883,"20201104T190743","20201104T190916",93,"Ind","Dem",100,-100,85,15,100,90,-10,"Rep",FALSE,63,"Missouri"
"311",1377,"20201104T190837","20201104T190926",49,"Rep","Rep",100,100,50,50,100,0,-100,"Rep",TRUE,24,"Virginia"
"312",9,"20201104T190659","20201104T190937",158,"Dem","Dem",100,-100,90,10,47,18,-29,"Dem",TRUE,66,"Montana"
"313",1235,"20201104T190712","20201104T190949",157,"Dem","Dem",100,-100,75,25,5,0,-5,"Rep",FALSE,32,"New York"
"314",135,"20201104T190755","20201104T191000",125,"Rep","Rep",100,100,100,100,100,100,0,"Rep",TRUE,47,"Michigan"
"315",40,"20201104T190827","20201104T191020",112,"Ind","Rep",95,95,80,80,100,69,-31,"Rep",TRUE,20,"Florida"
"316",456,"20201104T190829","20201104T191038",129,"Dem","Dem",100,-100,64,36,0,0,0,"Dem",TRUE,37,"Michigan"
"317",719,"20201104T190747","20201104T191053",186,"Dem","Dem",96,-96,95,5,3,1,-2,"Dem",TRUE,62,"Florida"
"318",1524,"20201104T190835","20201104T191108",152,"Ind","Dem",100,-100,52,48,20,8,-12,"Dem",TRUE,40,"Ohio"
"319",800,"20201104T190955","20201104T191112",76,"Rep","Rep",100,100,55,55,90,90,0,"Dem",FALSE,36,"South Carolina"
"320",743,"20201104T190943","20201104T191112",88,"Dem","Dem",82,-82,63,37,3,29,26,"Rep",FALSE,34,"North Carolina"
"321",1142,"20201104T191007","20201104T191113",66,"Dem","Dem",74,-74,69,31,11,13,2,"Dem",TRUE,48,"South Carolina"
"322",979,"20201104T191010","20201104T191207",116,"Dem","Dem",92,-92,87,13,12,30,18,"Rep",FALSE,32,"Arizona"
"323",1420,"20201104T190737","20201104T191209",271,"Dem","Dem",89,-89,40,60,62,20,-42,"Dem",TRUE,42,"Ohio"
"324",1766,"20201104T191020","20201104T191210",109,"Dem","Dem",100,-100,82,18,57,85,28,"Rep",FALSE,34,"California"
"325",1122,"20201104T190836","20201104T191221",224,"Rep","Rep",100,100,100,100,70,75,5,"Dem",FALSE,55,"Iowa"
"326",284,"20201104T191126","20201104T191225",59,"Rep","Rep",100,100,55,55,91,27,-64,"Rep",TRUE,25,"Georgia"
"327",390,"20201104T191043","20201104T191227",104,"Rep","Rep",100,100,90,90,100,100,0,"Rep",TRUE,69,"Connecticut"
"328",193,"20201104T185843","20201104T191229",825,"Rep","Rep",100,100,50,50,71,70,-1,"Dem",FALSE,49,"New York"
"329",150,"20201104T190757","20201104T191231",273,"Dem","Rep",89,89,35,35,9,3,-6,"Dem",FALSE,25,"California"
"330",1038,"20201104T191136","20201104T191231",54,"Dem","Dem",100,-100,80,20,35,50,15,"Rep",FALSE,29,NA
"331",317,"20201104T191100","20201104T191235",94,"Dem","Dem",85,-85,58,42,11,19,8,"Dem",TRUE,28,"California"
"332",222,"20201104T191101","20201104T191237",95,"Ind","Dem",71,-71,60,40,0,0,0,"Dem",TRUE,28,"Pennsylvania"
"333",224,"20201104T191122","20201104T191239",76,"Rep","Rep",36,36,11,11,23,24,1,"Dem",FALSE,32,"District of Columbia"
"334",138,"20201104T191116","20201104T191242",85,"Other","Rep",25,25,48,48,2,1,-1,"Rep",TRUE,51,"Georgia"
"335",1705,"20201104T191120","20201104T191243",82,"Dem","Dem",90,-90,45,55,80,100,20,"Rep",FALSE,28,"Missouri"
"336",1744,"20201104T191056","20201104T191247",111,"Dem","Dem",100,-100,91,9,5,7,2,"Rep",FALSE,51,"Oregon"
"337",1254,"20201104T191103","20201104T191256",113,"Ind","Dem",81,-81,52,48,20,22,2,"Dem",TRUE,32,"Texas"
"338",1068,"20201104T191204","20201104T191257",52,"Rep","Rep",80,80,30,30,75,75,0,"Rep",TRUE,31,"Tennessee"
"339",1140,"20201104T191041","20201104T191303",142,"Ind","Dem",25,-25,70,30,20,100,80,"Rep",FALSE,46,"California"
"340",934,"20201104T191117","20201104T191304",106,"Ind","Dem",100,-100,78,22,14,5,-9,"Dem",TRUE,26,"Florida"
"341",741,"20201104T191142","20201104T191308",85,"Dem","Dem",100,-100,72,28,76,100,24,"Rep",FALSE,32,"Pennsylvania"
"342",1452,"20201104T191010","20201104T191317",187,"Dem","Dem",100,-100,80,20,10,15,5,"Dem",TRUE,56,"South Carolina"
"343",1517,"20201104T191226","20201104T191326",59,"Dem","Dem",100,-100,90,10,5,5,0,"Dem",TRUE,25,"New York"
"344",1125,"20201104T191048","20201104T191336",167,"Ind","Dem",100,-100,90,10,3,0,-3,"Dem",TRUE,45,"Wisconsin"
"345",402,"20201104T191214","20201104T191356",101,"Other","Other",83,NA,0,NA,23,4,-19,"Dem",NA,34,"Iowa"
"346",1562,"20201104T185044","20201104T191403",1399,"Dem","Dem",100,-100,90,10,0,25,25,"Rep",FALSE,45,"Florida"
"347",352,"20201104T191317","20201104T191424",66,"Dem","Dem",100,-100,90,10,15,15,0,"Dem",TRUE,34,"Massachusetts"
"348",537,"20201104T191229","20201104T191425",115,"Dem","Dem",66,-66,63,37,40,28,-12,"Rep",FALSE,24,"Arkansas"
"349",1268,"20201104T191259","20201104T191429",89,"Rep","Rep",100,100,10,10,40,20,-20,"Rep",TRUE,52,"Connecticut"
"350",294,"20201104T191334","20201104T191437",63,"Dem","Dem",100,-100,100,0,0,100,100,"Rep",FALSE,32,"Washington"
"351",839,"20201104T191206","20201104T191441",154,"Dem","Dem",100,-100,80,20,0,0,0,"Rep",FALSE,56,"Illinois"
"352",1087,"20201104T191224","20201104T191456",151,"Dem","Dem",100,-100,75,25,25,0,-25,"Dem",TRUE,41,"Illinois"
"353",1622,"20201104T191345","20201104T191525",99,"Rep","Rep",61,61,48,48,29,36,7,"Dem",FALSE,30,"Wisconsin"
"354",1774,"20201104T191440","20201104T191533",53,"Dem","Dem",89,-89,78,22,86,73,-13,"Dem",TRUE,NA,NA
"355",1464,"20201104T191435","20201104T191603",87,"Dem","Dem",100,-100,95,5,0,87,87,"Rep",FALSE,27,"California"
"356",1633,"20201104T191444","20201104T191626",101,"Ind","Dem",100,-100,90,10,0,0,0,"Rep",FALSE,50,"Georgia"
"357",79,"20201104T191402","20201104T191633",150,"Dem","Dem",100,-100,58,42,17,0,-17,"Dem",TRUE,35,"Minnesota"
"358",229,"20201104T191419","20201104T191637",137,"Dem","Dem",92,-92,86,14,73,77,4,"Rep",FALSE,22,"Pennsylvania"
"359",333,"20201104T191537","20201104T191647",69,"Dem","Dem",100,-100,71,29,0,0,0,"Dem",TRUE,30,"Michigan"
"360",319,"20201104T191528","20201104T191653",84,"Rep","Rep",94,94,40,40,90,9,-81,"Rep",TRUE,54,"Missouri"
"361",619,"20201104T191400","20201104T191658",177,"Dem","Dem",100,-100,79,21,11,27,16,"Dem",TRUE,49,"Illinois"
"362",1266,"20201104T191544","20201104T191703",79,"Rep","Dem",67,-67,64,36,69,69,0,"Rep",FALSE,NA,NA
"363",1621,"20201104T191522","20201104T191708",105,"Rep","Dem",100,-100,80,20,5,0,-5,"Dem",TRUE,42,"Minnesota"
"364",368,"20201104T191345","20201104T191709",203,"Ind","Dem",100,-100,60,40,0,75,75,"Rep",FALSE,26,"Texas"
"365",1175,"20201104T191517","20201104T191719",121,"Dem","Dem",100,-100,100,0,0,100,100,"Rep",FALSE,40,"Washington"
"366",263,"20201104T191435","20201104T191730",174,"Dem","Dem",90,-90,90,10,40,40,0,"Rep",FALSE,49,"Illinois"
"367",1435,"20201104T191523","20201104T191740",136,"Rep","Rep",84,84,9,9,32,36,4,"Dem",FALSE,21,"Kentucky"
"368",894,"20201104T191602","20201104T191742",99,"Rep","Rep",100,100,100,100,100,40,-60,"Rep",TRUE,33,"Texas"
"369",211,"20201104T191615","20201104T191743",87,"Ind","Dem",61,-61,83,17,42,30,-12,"Dem",TRUE,39,"Iowa"
"370",1070,"20201104T191615","20201104T191749",94,"Dem","Dem",95,-95,70,30,10,10,0,"Rep",FALSE,45,"Indiana"
"371",575,"20201104T191645","20201104T191759",73,"Dem","Dem",92,-92,100,0,88,100,12,"Rep",FALSE,26,"Florida"
"372",895,"20201104T191553","20201104T191801",127,"Rep","Rep",55,55,45,45,34,26,-8,"Dem",FALSE,NA,"Ohio"
"373",1013,"20201104T191707","20201104T191804",57,"Rep","Rep",100,100,36,36,83,0,-83,"Rep",TRUE,28,"New York"
"374",299,"20201104T191607","20201104T191805",118,"Ind","Rep",100,100,52,52,60,80,20,"Dem",FALSE,62,"Florida"
"375",129,"20201104T191639","20201104T191845",126,"Dem","Dem",100,-100,50,50,35,20,-15,"Dem",TRUE,23,"Georgia"
"376",1212,"20201104T191714","20201104T191903",108,"Ind","Rep",80,80,70,70,50,10,-40,"Rep",TRUE,30,"Virginia"
"377",1491,"20201104T191758","20201104T191922",84,"Ind","Dem",100,-100,75,25,10,84,74,"Rep",FALSE,30,"Illinois"
"378",471,"20201104T191901","20201104T191942",40,"Dem","Dem",57,-57,97,3,2,2,0,"Dem",TRUE,34,"Georgia"
"379",1025,"20201104T191823","20201104T191948",85,"Dem","Dem",100,-100,71,29,0,0,0,"Dem",TRUE,73,"Arizona"
"380",92,"20201104T191859","20201104T192002",62,"Dem","Dem",100,-100,66,34,0,0,0,"Rep",FALSE,24,"Florida"
"381",1471,"20201104T191843","20201104T192007",83,"Rep","Rep",61,61,29,29,51,54,3,"Dem",FALSE,46,"Mississippi"
"382",974,"20201104T190907","20201104T192022",675,"Dem","Dem",100,-100,99,1,2,100,98,"Rep",FALSE,53,"New Jersey"
"383",1424,"20201104T191857","20201104T192048",111,"Dem","Dem",100,-100,50,50,20,50,30,"Rep",FALSE,28,"Oregon"
"384",787,"20201104T191617","20201104T192048",270,"Ind","Dem",93,-93,75,25,9,11,2,"Rep",FALSE,34,"Florida"
"385",1602,"20201104T191910","20201104T192054",104,"Dem","Dem",85,-85,73,27,1,0,-1,"Dem",TRUE,56,"Ohio"
"386",411,"20201104T191608","20201104T192101",292,"Dem","Dem",100,-100,80,20,10,80,70,"Rep",FALSE,28,"Florida"
"387",549,"20201104T191823","20201104T192102",159,"Ind","Rep",50,50,50,50,50,50,0,"Dem",FALSE,31,"Texas"
"388",635,"20201104T191935","20201104T192111",95,"Dem","Dem",93,-93,97,3,15,73,58,"Rep",FALSE,30,"Georgia"
"389",634,"20201104T191319","20201104T192115",476,"Dem","Dem",100,-100,90,10,5,100,95,"Rep",FALSE,41,"Georgia"
"390",1496,"20201104T192032","20201104T192126",53,"Dem","Dem",100,-100,90,10,0,88,88,"Rep",FALSE,22,"Virginia"
"391",1384,"20201104T192033","20201104T192140",67,"Ind","Other",81,NA,0,NA,40,30,-10,"Dem",NA,20,"Texas"
"392",853,"20201104T191423","20201104T192144",440,"Dem","Dem",100,-100,70,30,20,10,-10,"Dem",TRUE,54,"Connecticut"
"393",426,"20201104T192027","20201104T192202",94,"Dem","Dem",100,-100,90,10,70,20,-50,"Dem",TRUE,30,"California"
"394",553,"20201104T192101","20201104T192238",96,"Dem","Dem",98,-98,63,37,1,3,2,"Rep",FALSE,32,"Virginia"
"395",214,"20201104T191942","20201104T192240",178,"Dem","Dem",91,-91,72,28,65,51,-14,"Dem",TRUE,27,"Tennessee"
"396",96,"20201104T191804","20201104T192241",276,"Dem","Dem",100,-100,55,45,10,90,80,"Rep",FALSE,40,"Florida"
"397",1748,"20201104T192130","20201104T192301",91,"Ind","Rep",58,58,51,51,90,88,-2,"Dem",FALSE,28,"New Jersey"
"398",1076,"20201104T192011","20201104T192302",170,"Dem","Dem",100,-100,82,18,10,82,72,"Rep",FALSE,42,"South Carolina"
"399",1375,"20201104T192153","20201104T192305",71,"Ind","Rep",51,51,77,77,100,51,-49,"Dem",FALSE,36,"Massachusetts"
"400",564,"20201104T192129","20201104T192305",96,"Rep","Dem",100,-100,68,32,5,2,-3,"Rep",FALSE,23,"Oklahoma"
"401",1646,"20201104T191608","20201104T192332",443,"Dem","Dem",100,-100,70,30,0,0,0,"Dem",TRUE,60,"Nevada"
"402",735,"20201104T192109","20201104T192355",165,"Rep","Rep",97,97,61,61,54,46,-8,"Rep",TRUE,43,"California"
"403",1508,"20201104T192246","20201104T192359",72,"Ind","Other",0,NA,0,NA,31,21,-10,"Dem",NA,23,"Louisiana"
"404",60,"20201104T192317","20201104T192406",49,"Ind","Dem",65,-65,68,32,63,60,-3,"Rep",FALSE,20,"North Carolina"
"405",1373,"20201104T192139","20201104T192429",169,"Rep","Rep",100,100,16,16,93,95,2,"Dem",FALSE,NA,"Tennessee"
"406",1698,"20201104T192257","20201104T192430",92,"Ind","Rep",71,71,50,50,10,0,-10,"Dem",FALSE,61,"Texas"
"407",108,"20201104T192223","20201104T192447",143,"Dem","Dem",100,-100,51,49,0,18,18,"Rep",FALSE,35,"New York"
"408",380,"20201104T192237","20201104T192447",130,"Dem","Dem",100,-100,90,10,5,0,-5,"Dem",TRUE,35,"Kentucky"
"409",756,"20201104T192223","20201104T192451",147,"Rep","Rep",100,100,50,50,82,0,-82,"Rep",TRUE,76,"Ohio"
